overlap_start,overlap_end,overlap_duration,agent_stime,agent_etime,customer_stime,customer_etime,initiator,file_id
21.0,22.0,1.0,11.0,22,21.0,25.0,Customer,7419fc47-2a8a-4203-868f-73e562aeae64.json
24.0,25.0,1.0,24.0,30,21.0,25.0,Agent,7419fc47-2a8a-4203-868f-73e562aeae64.json
29.0,30.0,1.0,24.0,30,29.0,34.0,Customer,7419fc47-2a8a-4203-868f-73e562aeae64.json
33.0,34.0,1.0,33.0,43,29.0,34.0,Agent,7419fc47-2a8a-4203-868f-73e562aeae64.json
42.0,43.0,1.0,33.0,43,42.0,46.0,Customer,7419fc47-2a8a-4203-868f-73e562aeae64.json
45.0,46.0,1.0,45.0,54,42.0,46.0,Agent,7419fc47-2a8a-4203-868f-73e562aeae64.json
53.0,54.0,1.0,45.0,54,53.0,56.0,Customer,7419fc47-2a8a-4203-868f-73e562aeae64.json
55.0,56.0,1.0,55.0,63,53.0,56.0,Agent,7419fc47-2a8a-4203-868f-73e562aeae64.json
62.0,63.0,1.0,55.0,63,62.0,66.0,Customer,7419fc47-2a8a-4203-868f-73e562aeae64.json
65.0,66.0,1.0,65.0,71,62.0,66.0,Agent,7419fc47-2a8a-4203-868f-73e562aeae64.json
70.0,71.0,1.0,65.0,71,70.0,77.0,Customer,7419fc47-2a8a-4203-868f-73e562aeae64.json
76.0,77.0,1.0,76.0,82,70.0,77.0,Agent,7419fc47-2a8a-4203-868f-73e562aeae64.json
10.0,11.0,1.0,10.0,21,7.5,11.0,Agent,73caf5a2-b721-48fa-932c-757aa5a2c44c.json
24.0,25.0,1.0,24.0,30,22.0,25.0,Agent,73caf5a2-b721-48fa-932c-757aa5a2c44c.json
34.0,35.0,1.0,34.0,48,31.0,35.0,Agent,73caf5a2-b721-48fa-932c-757aa5a2c44c.json
47.0,48.0,1.0,34.0,48,47.0,53.0,Customer,73caf5a2-b721-48fa-932c-757aa5a2c44c.json
52.0,53.0,1.0,52.0,60,47.0,53.0,Agent,73caf5a2-b721-48fa-932c-757aa5a2c44c.json
59.0,60.0,1.0,52.0,60,59.0,62.0,Customer,73caf5a2-b721-48fa-932c-757aa5a2c44c.json
61.0,62.0,1.0,61.0,68,59.0,62.0,Agent,73caf5a2-b721-48fa-932c-757aa5a2c44c.json
67.0,68.0,1.0,61.0,68,67.0,70.0,Customer,73caf5a2-b721-48fa-932c-757aa5a2c44c.json
69.0,70.0,1.0,69.0,73,67.0,70.0,Agent,73caf5a2-b721-48fa-932c-757aa5a2c44c.json
72.0,73.0,1.0,69.0,73,72.0,75.0,Customer,73caf5a2-b721-48fa-932c-757aa5a2c44c.json
74.0,75.0,1.0,74.0,85,72.0,75.0,Agent,73caf5a2-b721-48fa-932c-757aa5a2c44c.json
10.0,11.0,1.0,10.0,21,7.5,11.0,Agent,3c56ea72-ffe6-42ae-a7bf-cea432b89f6e.json
23.0,24.0,1.0,23.0,32,22.0,24.0,Agent,3c56ea72-ffe6-42ae-a7bf-cea432b89f6e.json
35.0,36.0,1.0,35.0,46,32.5,36.0,Agent,3c56ea72-ffe6-42ae-a7bf-cea432b89f6e.json
51.0,52.0,1.0,51.0,59,47.0,52.0,Agent,3c56ea72-ffe6-42ae-a7bf-cea432b89f6e.json
62.0,63.0,1.0,62.0,68,60.0,63.0,Agent,3c56ea72-ffe6-42ae-a7bf-cea432b89f6e.json
82.5,83.0,0.5,74.0,83,82.5,86.0,Customer,3c56ea72-ffe6-42ae-a7bf-cea432b89f6e.json
85.0,86.0,1.0,85.0,89,82.5,86.0,Agent,3c56ea72-ffe6-42ae-a7bf-cea432b89f6e.json
7.0,8.0,1.0,7.0,18,0.0,8.0,Agent,60e92cb0-536d-4b03-b778-81dcbef4ea0e.json
17.0,18.0,1.0,7.0,18,17.0,25.0,Customer,60e92cb0-536d-4b03-b778-81dcbef4ea0e.json
24.0,25.0,1.0,24.0,37,17.0,25.0,Agent,60e92cb0-536d-4b03-b778-81dcbef4ea0e.json
36.0,37.0,1.0,24.0,37,36.0,42.0,Customer,60e92cb0-536d-4b03-b778-81dcbef4ea0e.json
9.0,10.0,1.0,9.0,15,6.0,10.0,Agent,b2fefeb0-5115-4042-be07-1ef1ddfa8406.json
19.0,20.0,1.0,19.0,26,16.0,20.0,Agent,b2fefeb0-5115-4042-be07-1ef1ddfa8406.json
29.0,30.0,1.0,29.0,36,27.0,30.0,Agent,b2fefeb0-5115-4042-be07-1ef1ddfa8406.json
41.0,42.0,1.0,41.0,52,37.0,42.0,Agent,b2fefeb0-5115-4042-be07-1ef1ddfa8406.json
56.0,57.0,1.0,56.0,64,53.0,57.0,Agent,b2fefeb0-5115-4042-be07-1ef1ddfa8406.json
67.0,68.0,1.0,67.0,75,65.0,68.0,Agent,b2fefeb0-5115-4042-be07-1ef1ddfa8406.json
78.0,79.0,1.0,78.0,82,76.0,79.0,Agent,b2fefeb0-5115-4042-be07-1ef1ddfa8406.json
11.0,12.0,1.0,11.0,20,8.5,12.0,Agent,d071bb49-40f8-4bae-8c6d-cfc0d4a011d5.json
19.5,20.0,0.5,11.0,20,19.5,23.0,Customer,d071bb49-40f8-4bae-8c6d-cfc0d4a011d5.json
22.5,23.0,0.5,22.5,30,19.5,23.0,Agent,d071bb49-40f8-4bae-8c6d-cfc0d4a011d5.json
29.5,30.0,0.5,22.5,30,29.5,33.0,Customer,d071bb49-40f8-4bae-8c6d-cfc0d4a011d5.json
32.5,33.0,0.5,32.5,41,29.5,33.0,Agent,d071bb49-40f8-4bae-8c6d-cfc0d4a011d5.json
40.0,41.0,1.0,32.5,41,40.0,44.0,Customer,d071bb49-40f8-4bae-8c6d-cfc0d4a011d5.json
43.5,44.0,0.5,43.5,53,40.0,44.0,Agent,d071bb49-40f8-4bae-8c6d-cfc0d4a011d5.json
52.0,53.0,1.0,43.5,53,52.0,56.0,Customer,d071bb49-40f8-4bae-8c6d-cfc0d4a011d5.json
55.0,56.0,1.0,55.0,65,52.0,56.0,Agent,d071bb49-40f8-4bae-8c6d-cfc0d4a011d5.json
64.0,65.0,1.0,55.0,65,64.0,68.0,Customer,d071bb49-40f8-4bae-8c6d-cfc0d4a011d5.json
67.0,68.0,1.0,67.0,76,64.0,68.0,Agent,d071bb49-40f8-4bae-8c6d-cfc0d4a011d5.json
75.0,76.0,1.0,67.0,76,75.0,79.0,Customer,d071bb49-40f8-4bae-8c6d-cfc0d4a011d5.json
78.0,79.0,1.0,78.0,87,75.0,79.0,Agent,d071bb49-40f8-4bae-8c6d-cfc0d4a011d5.json
7.0,8.0,1.0,7.0,18,0.0,8.0,Agent,38231782-a07c-4fbb-a036-723dfdfede1e.json
17.0,18.0,1.0,7.0,18,17.0,24.0,Customer,38231782-a07c-4fbb-a036-723dfdfede1e.json
23.0,24.0,1.0,23.0,34,17.0,24.0,Agent,38231782-a07c-4fbb-a036-723dfdfede1e.json
33.0,34.0,1.0,23.0,34,33.0,40.0,Customer,38231782-a07c-4fbb-a036-723dfdfede1e.json
23.0,24.0,1.0,23.0,29,20.2,24.0,Agent,28968f08-f076-4fca-add3-27d5ee342d6e.json
31.0,32.0,1.0,31.0,41,29.0,32.0,Agent,28968f08-f076-4fca-add3-27d5ee342d6e.json
6.5,7.0,0.5,0.0,7,6.5,12.0,Customer,00be25b0-458f-4cbf-ae86-ae2ec1f7fba4.json
11.0,12.0,1.0,11.0,19,6.5,12.0,Agent,00be25b0-458f-4cbf-ae86-ae2ec1f7fba4.json
18.0,19.0,1.0,11.0,19,18.0,24.0,Customer,00be25b0-458f-4cbf-ae86-ae2ec1f7fba4.json
23.0,24.0,1.0,23.0,30,18.0,24.0,Agent,00be25b0-458f-4cbf-ae86-ae2ec1f7fba4.json
29.0,30.0,1.0,23.0,30,29.0,34.0,Customer,00be25b0-458f-4cbf-ae86-ae2ec1f7fba4.json
33.0,34.0,1.0,33.0,40,29.0,34.0,Agent,00be25b0-458f-4cbf-ae86-ae2ec1f7fba4.json
39.0,40.0,1.0,33.0,40,39.0,42.0,Customer,00be25b0-458f-4cbf-ae86-ae2ec1f7fba4.json
10.5,11.0,0.5,10.5,22,7.5,11.0,Agent,69e752fa-63f2-408e-9664-7b779b39b518.json
21.0,22.0,1.0,10.5,22,21.0,24.0,Customer,69e752fa-63f2-408e-9664-7b779b39b518.json
23.0,24.0,1.0,23.0,28,21.0,24.0,Agent,69e752fa-63f2-408e-9664-7b779b39b518.json
27.0,28.0,1.0,23.0,28,27.0,31.0,Customer,69e752fa-63f2-408e-9664-7b779b39b518.json
30.0,31.0,1.0,30.0,42,27.0,31.0,Agent,69e752fa-63f2-408e-9664-7b779b39b518.json
41.0,42.0,1.0,30.0,42,41.0,46.0,Customer,69e752fa-63f2-408e-9664-7b779b39b518.json
45.0,46.0,1.0,45.0,58,41.0,46.0,Agent,69e752fa-63f2-408e-9664-7b779b39b518.json
57.0,58.0,1.0,45.0,58,57.0,60.0,Customer,69e752fa-63f2-408e-9664-7b779b39b518.json
59.0,60.0,1.0,59.0,68,57.0,60.0,Agent,69e752fa-63f2-408e-9664-7b779b39b518.json
67.0,68.0,1.0,59.0,68,67.0,70.0,Customer,69e752fa-63f2-408e-9664-7b779b39b518.json
69.0,70.0,1.0,69.0,75,67.0,70.0,Agent,69e752fa-63f2-408e-9664-7b779b39b518.json
74.0,75.0,1.0,69.0,75,74.0,78.0,Customer,69e752fa-63f2-408e-9664-7b779b39b518.json
11.0,12.0,1.0,11.0,20,8.0,12.0,Agent,40b40ec2-8ce2-47a8-b9d4-621285d7b484.json
23.0,24.0,1.0,23.0,32,21.0,24.0,Agent,40b40ec2-8ce2-47a8-b9d4-621285d7b484.json
35.0,36.0,1.0,35.0,45,33.0,36.0,Agent,40b40ec2-8ce2-47a8-b9d4-621285d7b484.json
49.0,50.0,1.0,49.0,58,46.0,50.0,Agent,40b40ec2-8ce2-47a8-b9d4-621285d7b484.json
71.0,72.0,1.0,63.0,72,71.0,74.0,Customer,40b40ec2-8ce2-47a8-b9d4-621285d7b484.json
11.0,12.0,1.0,11.0,24,8.0,12.0,Agent,9fd0d7f9-16b0-4fe3-a090-88c64816c7da.json
23.0,24.0,1.0,11.0,24,23.0,26.0,Customer,9fd0d7f9-16b0-4fe3-a090-88c64816c7da.json
25.0,26.0,1.0,25.0,34,23.0,26.0,Agent,9fd0d7f9-16b0-4fe3-a090-88c64816c7da.json
33.0,34.0,1.0,25.0,34,33.0,36.0,Customer,9fd0d7f9-16b0-4fe3-a090-88c64816c7da.json
35.0,36.0,1.0,35.0,45,33.0,36.0,Agent,9fd0d7f9-16b0-4fe3-a090-88c64816c7da.json
44.0,45.0,1.0,35.0,45,44.0,49.0,Customer,9fd0d7f9-16b0-4fe3-a090-88c64816c7da.json
48.0,49.0,1.0,48.0,60,44.0,49.0,Agent,9fd0d7f9-16b0-4fe3-a090-88c64816c7da.json
59.0,60.0,1.0,48.0,60,59.0,62.0,Customer,9fd0d7f9-16b0-4fe3-a090-88c64816c7da.json
61.0,62.0,1.0,61.0,70,59.0,62.0,Agent,9fd0d7f9-16b0-4fe3-a090-88c64816c7da.json
69.0,70.0,1.0,61.0,70,69.0,72.0,Customer,9fd0d7f9-16b0-4fe3-a090-88c64816c7da.json
71.0,72.0,1.0,71.0,75,69.0,72.0,Agent,9fd0d7f9-16b0-4fe3-a090-88c64816c7da.json
74.0,75.0,1.0,71.0,75,74.0,77.0,Customer,9fd0d7f9-16b0-4fe3-a090-88c64816c7da.json
10.0,11.0,1.0,10.0,20,7.5,11.0,Agent,b4dcda70-5083-4dc4-96a7-ce6d5e92c2a2.json
19.0,20.0,1.0,10.0,20,19.0,22.0,Customer,b4dcda70-5083-4dc4-96a7-ce6d5e92c2a2.json
21.0,22.0,1.0,21.0,28,19.0,22.0,Agent,b4dcda70-5083-4dc4-96a7-ce6d5e92c2a2.json
27.0,28.0,1.0,21.0,28,27.0,30.0,Customer,b4dcda70-5083-4dc4-96a7-ce6d5e92c2a2.json
29.0,30.0,1.0,29.0,39,27.0,30.0,Agent,b4dcda70-5083-4dc4-96a7-ce6d5e92c2a2.json
38.0,39.0,1.0,29.0,39,38.0,44.0,Customer,b4dcda70-5083-4dc4-96a7-ce6d5e92c2a2.json
43.0,44.0,1.0,43.0,50,38.0,44.0,Agent,b4dcda70-5083-4dc4-96a7-ce6d5e92c2a2.json
49.0,50.0,1.0,43.0,50,49.0,52.0,Customer,b4dcda70-5083-4dc4-96a7-ce6d5e92c2a2.json
51.0,52.0,1.0,51.0,59,49.0,52.0,Agent,b4dcda70-5083-4dc4-96a7-ce6d5e92c2a2.json
58.0,59.0,1.0,51.0,59,58.0,60.0,Customer,b4dcda70-5083-4dc4-96a7-ce6d5e92c2a2.json
59.0,60.0,1.0,59.0,66,58.0,60.0,Agent,b4dcda70-5083-4dc4-96a7-ce6d5e92c2a2.json
7.0,8.0,1.0,7.0,18,0.0,8.0,Agent,f152d094-a169-4486-b9af-a66a7716a608.json
17.0,18.0,1.0,7.0,18,17.0,23.0,Customer,f152d094-a169-4486-b9af-a66a7716a608.json
22.0,23.0,1.0,22.0,34,17.0,23.0,Agent,f152d094-a169-4486-b9af-a66a7716a608.json
33.0,34.0,1.0,22.0,34,33.0,37.0,Customer,f152d094-a169-4486-b9af-a66a7716a608.json
12.0,13.0,1.0,12.0,22,7.5,13.0,Agent,8598c6d9-a767-4120-af0a-5490357c72f3.json
27.0,28.0,1.0,27.0,37,22.5,28.0,Agent,8598c6d9-a767-4120-af0a-5490357c72f3.json
36.0,37.0,1.0,27.0,37,36.0,43.0,Customer,8598c6d9-a767-4120-af0a-5490357c72f3.json
42.0,43.0,1.0,42.0,55,36.0,43.0,Agent,8598c6d9-a767-4120-af0a-5490357c72f3.json
54.0,55.0,1.0,42.0,55,54.0,60.0,Customer,8598c6d9-a767-4120-af0a-5490357c72f3.json
59.0,60.0,1.0,59.0,68,54.0,60.0,Agent,8598c6d9-a767-4120-af0a-5490357c72f3.json
67.0,68.0,1.0,59.0,68,67.0,73.0,Customer,8598c6d9-a767-4120-af0a-5490357c72f3.json
72.0,73.0,1.0,72.0,82,67.0,73.0,Agent,8598c6d9-a767-4120-af0a-5490357c72f3.json
81.0,82.0,1.0,72.0,82,81.0,85.0,Customer,8598c6d9-a767-4120-af0a-5490357c72f3.json
84.0,85.0,1.0,84.0,90,81.0,85.0,Agent,8598c6d9-a767-4120-af0a-5490357c72f3.json
9.0,10.0,1.0,9.0,22,7.5,10.0,Agent,f3c7fdbb-c742-4c12-abba-f02c1f57895e.json
24.0,25.0,1.0,24.0,30,22.5,25.0,Agent,f3c7fdbb-c742-4c12-abba-f02c1f57895e.json
33.0,34.0,1.0,33.0,42,30.5,34.0,Agent,f3c7fdbb-c742-4c12-abba-f02c1f57895e.json
41.5,42.0,0.5,33.0,42,41.5,46.0,Customer,f3c7fdbb-c742-4c12-abba-f02c1f57895e.json
45.0,46.0,1.0,45.0,55,41.5,46.0,Agent,f3c7fdbb-c742-4c12-abba-f02c1f57895e.json
57.0,58.0,1.0,57.0,62,55.5,58.0,Agent,f3c7fdbb-c742-4c12-abba-f02c1f57895e.json
65.0,66.0,1.0,65.0,75,62.5,66.0,Agent,f3c7fdbb-c742-4c12-abba-f02c1f57895e.json
74.5,75.0,0.5,65.0,75,74.5,78.0,Customer,f3c7fdbb-c742-4c12-abba-f02c1f57895e.json
77.0,78.0,1.0,77.0,82,74.5,78.0,Agent,f3c7fdbb-c742-4c12-abba-f02c1f57895e.json
12.0,13.0,1.0,12.0,22,9.0,13.0,Agent,4547f937-4327-4973-97ac-c826259b7c88.json
25.0,26.0,1.0,25.0,34,23.0,26.0,Agent,4547f937-4327-4973-97ac-c826259b7c88.json
13.0,14.0,1.0,13.0,22,8.0,14.0,Agent,dbd3e2fd-4a8f-4eb3-aa6f-befcc150bfd8.json
27.0,28.0,1.0,27.0,34,23.0,28.0,Agent,dbd3e2fd-4a8f-4eb3-aa6f-befcc150bfd8.json
39.0,40.0,1.0,39.0,46,35.0,40.0,Agent,dbd3e2fd-4a8f-4eb3-aa6f-befcc150bfd8.json
51.0,52.0,1.0,51.0,58,48.0,52.0,Agent,dbd3e2fd-4a8f-4eb3-aa6f-befcc150bfd8.json
62.0,63.0,1.0,62.0,70,59.0,63.0,Agent,dbd3e2fd-4a8f-4eb3-aa6f-befcc150bfd8.json
74.0,75.0,1.0,74.0,82,71.0,75.0,Agent,dbd3e2fd-4a8f-4eb3-aa6f-befcc150bfd8.json
11.0,12.0,1.0,11.0,22,8.5,12.0,Agent,084fc190-bccc-472f-a6f8-de13e814c67d.json
25.0,26.0,1.0,25.0,34,23.0,26.0,Agent,084fc190-bccc-472f-a6f8-de13e814c67d.json
37.0,38.0,1.0,37.0,48,34.5,38.0,Agent,084fc190-bccc-472f-a6f8-de13e814c67d.json
54.0,55.0,1.0,54.0,62,48.5,55.0,Agent,084fc190-bccc-472f-a6f8-de13e814c67d.json
72.0,73.0,1.0,72.0,80,70.5,73.0,Agent,084fc190-bccc-472f-a6f8-de13e814c67d.json
10.0,11.0,1.0,10.0,16,7.5,11.0,Agent,1190bab7-d82f-4259-bb55-9617dff7da07.json
15.0,16.0,1.0,10.0,16,15.0,17.0,Customer,1190bab7-d82f-4259-bb55-9617dff7da07.json
16.5,17.0,0.5,16.5,25,15.0,17.0,Agent,1190bab7-d82f-4259-bb55-9617dff7da07.json
24.0,25.0,1.0,16.5,25,24.0,30.0,Customer,1190bab7-d82f-4259-bb55-9617dff7da07.json
29.0,30.0,1.0,29.0,35,24.0,30.0,Agent,1190bab7-d82f-4259-bb55-9617dff7da07.json
34.0,35.0,1.0,29.0,35,34.0,40.0,Customer,1190bab7-d82f-4259-bb55-9617dff7da07.json
39.5,40.0,0.5,39.5,48,34.0,40.0,Agent,1190bab7-d82f-4259-bb55-9617dff7da07.json
47.0,48.0,1.0,39.5,48,47.0,49.0,Customer,1190bab7-d82f-4259-bb55-9617dff7da07.json
48.0,49.0,1.0,48.0,51,47.0,49.0,Agent,1190bab7-d82f-4259-bb55-9617dff7da07.json
50.0,51.0,1.0,48.0,51,50.0,53.0,Customer,1190bab7-d82f-4259-bb55-9617dff7da07.json
52.0,53.0,1.0,52.0,61,50.0,53.0,Agent,1190bab7-d82f-4259-bb55-9617dff7da07.json
60.0,61.0,1.0,52.0,61,60.0,65.0,Customer,1190bab7-d82f-4259-bb55-9617dff7da07.json
64.0,65.0,1.0,64.0,70,60.0,65.0,Agent,1190bab7-d82f-4259-bb55-9617dff7da07.json
10.0,11.0,1.0,10.0,20,6.5,11.0,Agent,5b8dc067-9564-4e0f-b27f-a54f661c36bd.json
22.0,23.0,1.0,22.0,32,20.5,23.0,Agent,5b8dc067-9564-4e0f-b27f-a54f661c36bd.json
31.0,32.0,1.0,22.0,32,31.0,37.0,Customer,5b8dc067-9564-4e0f-b27f-a54f661c36bd.json
36.0,37.0,1.0,36.0,45,31.0,37.0,Agent,5b8dc067-9564-4e0f-b27f-a54f661c36bd.json
44.5,45.0,0.5,36.0,45,44.5,49.0,Customer,5b8dc067-9564-4e0f-b27f-a54f661c36bd.json
48.0,49.0,1.0,48.0,56,44.5,49.0,Agent,5b8dc067-9564-4e0f-b27f-a54f661c36bd.json
55.5,56.0,0.5,48.0,56,55.5,60.0,Customer,5b8dc067-9564-4e0f-b27f-a54f661c36bd.json
59.0,60.0,1.0,59.0,67,55.5,60.0,Agent,5b8dc067-9564-4e0f-b27f-a54f661c36bd.json
66.0,67.0,1.0,59.0,67,66.0,72.0,Customer,5b8dc067-9564-4e0f-b27f-a54f661c36bd.json
71.0,72.0,1.0,71.0,75,66.0,72.0,Agent,5b8dc067-9564-4e0f-b27f-a54f661c36bd.json
11.0,12.0,1.0,11.0,20,8.0,12.0,Agent,abc980d5-1416-463f-b5fe-411e4b1ec168.json
23.0,24.0,1.0,23.0,30,21.0,24.0,Agent,abc980d5-1416-463f-b5fe-411e4b1ec168.json
33.0,34.0,1.0,33.0,45,31.0,34.0,Agent,abc980d5-1416-463f-b5fe-411e4b1ec168.json
50.0,51.0,1.0,50.0,64,46.0,51.0,Agent,abc980d5-1416-463f-b5fe-411e4b1ec168.json
63.0,64.0,1.0,50.0,64,63.0,66.0,Customer,abc980d5-1416-463f-b5fe-411e4b1ec168.json
65.0,66.0,1.0,65.0,70,63.0,66.0,Agent,abc980d5-1416-463f-b5fe-411e4b1ec168.json
73.0,74.0,1.0,73.0,80,71.0,74.0,Agent,abc980d5-1416-463f-b5fe-411e4b1ec168.json
79.0,80.0,1.0,73.0,80,79.0,83.0,Customer,abc980d5-1416-463f-b5fe-411e4b1ec168.json
82.0,83.0,1.0,82.0,87,79.0,83.0,Agent,abc980d5-1416-463f-b5fe-411e4b1ec168.json
11.0,12.0,1.0,11.0,20,8.5,12.0,Agent,b70866a2-2f46-4784-992b-74d6dc60806e.json
19.5,20.0,0.5,11.0,20,19.5,24.0,Customer,b70866a2-2f46-4784-992b-74d6dc60806e.json
23.0,24.0,1.0,23.0,30,19.5,24.0,Agent,b70866a2-2f46-4784-992b-74d6dc60806e.json
29.0,30.0,1.0,23.0,30,29.0,34.0,Customer,b70866a2-2f46-4784-992b-74d6dc60806e.json
33.5,34.0,0.5,33.5,42,29.0,34.0,Agent,b70866a2-2f46-4784-992b-74d6dc60806e.json
41.0,42.0,1.0,33.5,42,41.0,47.0,Customer,b70866a2-2f46-4784-992b-74d6dc60806e.json
46.0,47.0,1.0,46.0,55,41.0,47.0,Agent,b70866a2-2f46-4784-992b-74d6dc60806e.json
54.5,55.0,0.5,46.0,55,54.5,60.0,Customer,b70866a2-2f46-4784-992b-74d6dc60806e.json
59.0,60.0,1.0,59.0,68,54.5,60.0,Agent,b70866a2-2f46-4784-992b-74d6dc60806e.json
67.0,68.0,1.0,59.0,68,67.0,73.0,Customer,b70866a2-2f46-4784-992b-74d6dc60806e.json
72.0,73.0,1.0,72.0,81,67.0,73.0,Agent,b70866a2-2f46-4784-992b-74d6dc60806e.json
80.0,81.0,1.0,72.0,81,80.0,85.0,Customer,b70866a2-2f46-4784-992b-74d6dc60806e.json
84.0,85.0,1.0,84.0,92,80.0,85.0,Agent,b70866a2-2f46-4784-992b-74d6dc60806e.json
11.0,12.0,1.0,11.0,19,7.5,12.0,Agent,9e936113-46a1-4d70-9cc5-876b1c801602.json
20.0,21.0,1.0,20.0,30,19.5,21.0,Agent,9e936113-46a1-4d70-9cc5-876b1c801602.json
35.0,36.0,1.0,35.0,42,31.0,36.0,Agent,9e936113-46a1-4d70-9cc5-876b1c801602.json
46.0,47.0,1.0,46.0,55,43.0,47.0,Agent,9e936113-46a1-4d70-9cc5-876b1c801602.json
54.0,55.0,1.0,46.0,55,54.0,57.0,Customer,9e936113-46a1-4d70-9cc5-876b1c801602.json
75.0,76.0,1.0,70.0,76,75.0,80.0,Customer,9e936113-46a1-4d70-9cc5-876b1c801602.json
9.0,10.0,1.0,9.0,15,6.5,10.0,Agent,ecf48f31-9a97-4042-bd79-0c24e6ecb4af.json
16.0,17.0,1.0,16.0,25,15.5,17.0,Agent,ecf48f31-9a97-4042-bd79-0c24e6ecb4af.json
29.0,30.0,1.0,29.0,35,25.5,30.0,Agent,ecf48f31-9a97-4042-bd79-0c24e6ecb4af.json
38.0,39.0,1.0,38.0,44,35.5,39.0,Agent,ecf48f31-9a97-4042-bd79-0c24e6ecb4af.json
43.5,44.0,0.5,38.0,44,43.5,48.0,Customer,ecf48f31-9a97-4042-bd79-0c24e6ecb4af.json
47.0,48.0,1.0,47.0,55,43.5,48.0,Agent,ecf48f31-9a97-4042-bd79-0c24e6ecb4af.json
54.5,55.0,0.5,47.0,55,54.5,59.0,Customer,ecf48f31-9a97-4042-bd79-0c24e6ecb4af.json
58.0,59.0,1.0,58.0,65,54.5,59.0,Agent,ecf48f31-9a97-4042-bd79-0c24e6ecb4af.json
64.5,65.0,0.5,58.0,65,64.5,68.0,Customer,ecf48f31-9a97-4042-bd79-0c24e6ecb4af.json
67.0,68.0,1.0,67.0,70,64.5,68.0,Agent,ecf48f31-9a97-4042-bd79-0c24e6ecb4af.json
19.0,20.0,1.0,10.0,20,19.0,23.0,Customer,216fd3c8-1a80-484d-8792-464771794d9e.json
22.0,23.0,1.0,22.0,32,19.0,23.0,Agent,216fd3c8-1a80-484d-8792-464771794d9e.json
31.0,32.0,1.0,22.0,32,31.0,35.0,Customer,216fd3c8-1a80-484d-8792-464771794d9e.json
34.0,35.0,1.0,34.0,44,31.0,35.0,Agent,216fd3c8-1a80-484d-8792-464771794d9e.json
43.0,44.0,1.0,34.0,44,43.0,48.0,Customer,216fd3c8-1a80-484d-8792-464771794d9e.json
47.0,48.0,1.0,47.0,57,43.0,48.0,Agent,216fd3c8-1a80-484d-8792-464771794d9e.json
56.0,57.0,1.0,47.0,57,56.0,60.0,Customer,216fd3c8-1a80-484d-8792-464771794d9e.json
59.0,60.0,1.0,59.0,68,56.0,60.0,Agent,216fd3c8-1a80-484d-8792-464771794d9e.json
67.0,68.0,1.0,59.0,68,67.0,70.0,Customer,216fd3c8-1a80-484d-8792-464771794d9e.json
69.0,70.0,1.0,69.0,78,67.0,70.0,Agent,216fd3c8-1a80-484d-8792-464771794d9e.json
77.0,78.0,1.0,69.0,78,77.0,80.0,Customer,216fd3c8-1a80-484d-8792-464771794d9e.json
79.0,80.0,1.0,79.0,83,77.0,80.0,Agent,216fd3c8-1a80-484d-8792-464771794d9e.json
11.0,12.0,1.0,11.0,22,8.0,12.0,Agent,23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f.json
25.0,26.0,1.0,25.0,31,23.0,26.0,Agent,23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f.json
35.0,36.0,1.0,35.0,45,32.0,36.0,Agent,23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f.json
49.0,50.0,1.0,49.0,55,46.0,50.0,Agent,23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f.json
59.0,60.0,1.0,59.0,63,56.0,60.0,Agent,23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f.json
66.0,67.0,1.0,66.0,77,64.0,67.0,Agent,23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f.json
80.0,81.0,1.0,80.0,85,78.0,81.0,Agent,23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f.json
11.0,12.0,1.0,11.0,23,8.5,12.0,Agent,e73ff54e-9287-462f-9fe3-d486c12783df.json
26.0,27.0,1.0,26.0,37,24.0,27.0,Agent,e73ff54e-9287-462f-9fe3-d486c12783df.json
40.0,41.0,1.0,40.0,52,38.0,41.0,Agent,e73ff54e-9287-462f-9fe3-d486c12783df.json
56.0,57.0,1.0,56.0,66,53.0,57.0,Agent,e73ff54e-9287-462f-9fe3-d486c12783df.json
69.0,70.0,1.0,69.0,78,67.0,70.0,Agent,e73ff54e-9287-462f-9fe3-d486c12783df.json
81.0,82.0,1.0,81.0,93,79.0,82.0,Agent,e73ff54e-9287-462f-9fe3-d486c12783df.json
11.0,12.0,1.0,11.0,20,9.0,12.0,Agent,708e7950-1be4-47a7-9c82-e03c88f5a1d0.json
29.0,30.0,1.0,29.0,38,21.0,30.0,Agent,708e7950-1be4-47a7-9c82-e03c88f5a1d0.json
42.0,43.0,1.0,42.0,52,39.0,43.0,Agent,708e7950-1be4-47a7-9c82-e03c88f5a1d0.json
11.0,12.0,1.0,11.0,23,8.0,12.0,Agent,d300835a-37e7-4da5-a998-c2203a674349.json
26.0,27.0,1.0,26.0,35,24.0,27.0,Agent,d300835a-37e7-4da5-a998-c2203a674349.json
39.0,40.0,1.0,39.0,50,36.0,40.0,Agent,d300835a-37e7-4da5-a998-c2203a674349.json
54.0,55.0,1.0,54.0,64,51.0,55.0,Agent,d300835a-37e7-4da5-a998-c2203a674349.json
